Date,Time,Crop_Type,Solar_Energy_Production_kWh,Temperature_C,Rainfall_mm,Soil_Moisture_Content,Area_in_Hectares,Production_in_Tons,Crop_Yield_tons_ha,pH
15/8/2020,16:45:00,Lettuce,3.905,28.56,6.64,21.73,2.9,10.44,5.09,6.74
15/8/2020,19:15:00,Lettuce,2.14,31.95,16.04,20.48,2.72,5.84,2.94,6.48
15/8/2020,21:30:00,Lettuce,0,28.92,7.14,11.07,4.6,3.63,4.88,6.62
16/8/2020,0:00:00,Lettuce,0,37.19,8.38,17.7,4.99,13.44,4.48,6.92
16/8/2020,2:30:00,Lettuce,0,34.47,0.4,8.68,6.25,4.43,3.81,6.44
16/8/2020,4:45:00,Lettuce,0,34.65,3.11,13.64,5.57,7.34,3.53,6.68
16/8/2020,7:15:00,Lettuce,2.105,31.46,10.19,11.78,3.97,13.12,3.54,6.06
16/8/2020,9:30:00,Lettuce,4.145,37.27,14.16,12.58,4.45,4.13,5.81,6.14
16/8/2020,12:00:00,Lettuce,3.525,29.9,3.41,9.6,3.39,6.14,4.84,6.55
16/8/2020,14:30:00,Lettuce,1.815,30.43,15.6,18.84,3.69,9.74,7.12,6.52
16/8/2020,16:45:00,Lettuce,3.385,36.66,9.52,15.37,7.4,2.99,3.33,6.6
16/8/2020,19:15:00,Lettuce,2.425,30.62,19.12,16.25,4.04,6.86,2.96,6.29
16/8/2020,21:30:00,Lettuce,0,36.84,3.47,12.66,5.91,8.4,5.77,6.33
17/8/2020,0:00:00,Lettuce,0,28.22,6.63,17.74,6.39,4,3.85,6.85
17/8/2020,2:30:00,Lettuce,0,29.42,13.95,13.82,5.48,2.5,4.47,6.09
17/8/2020,4:45:00,Lettuce,0,36.25,18.92,17.38,4.24,2.49,5.35,6.13
17/8/2020,7:15:00,Lettuce,2.36,28.84,12.32,14.99,6.5,4.24,1.7,6.87
17/8/2020,9:30:00,Lettuce,3.835,28.58,16.98,13.04,3.34,10.66,5.79,6.24
17/8/2020,12:00:00,Lettuce,1.86,32.6,8.05,17.21,5.35,5.14,4.03,6.19
17/8/2020,14:30:00,Lettuce,2.335,29.58,11.26,18.88,7.17,12.59,7.35,6.8
17/8/2020,16:45:00,Lettuce,2.67,34.09,7.28,20.77,6.75,12.02,6.6,6.94
17/8/2020,19:15:00,Lettuce,2.345,33.32,17.35,14.59,3.59,4.66,6.37,6.05
17/8/2020,21:30:00,Lettuce,0,28.5,11.04,10.38,5.12,2.67,6.04,6.82
18/8/2020,0:00:00,Lettuce,0,33.58,11.02,9.37,7.23,9.32,5.37,6.1
18/8/2020,2:30:00,Lettuce,0,34.65,3.55,11.15,5.08,12,6.09,6.15
18/8/2020,4:45:00,Lettuce,0,28.46,16.51,14.53,6.94,5.44,4.85,6.2
18/8/2020,7:15:00,Lettuce,2.865,34.57,19.97,21.37,2.82,5.9,2.74,6.7
18/8/2020,9:30:00,Lettuce,2.365,36.69,9.66,12.36,6.93,10.34,6.96,6.66
18/8/2020,12:00:00,Lettuce,4.37,28.21,18.61,12.64,4.24,5.9,2.66,6.2
18/8/2020,14:30:00,Lettuce,3.2,35.07,14.78,13.24,3.34,12.42,4.49,6.76
18/8/2020,16:45:00,Lettuce,1.83,36.54,3.41,10.94,3.51,12.46,6.75,6.89
18/8/2020,19:15:00,Lettuce,4.095,37.28,18.69,14.22,2.51,5.27,6.36,6.95
18/8/2020,21:30:00,Lettuce,0,34.68,8.62,10.3,2.22,5.63,5.99,6.9
19/8/2020,0:00:00,Lettuce,0,30.64,11.55,10.06,3.87,4.7,4.09,6.33
19/8/2020,2:30:00,Lettuce,0,32.09,10.96,11.92,2.97,8.72,2.75,6.76
19/8/2020,4:45:00,Lettuce,0,34.81,5.98,14.7,6.28,7.98,6.95,6.74
19/8/2020,7:15:00,Lettuce,3.18,32.48,9.99,18.49,3.92,9.4,6.36,6.49
19/8/2020,9:30:00,Lettuce,1.755,28.37,12.42,10.44,3.18,2.74,3.52,6.51
19/8/2020,12:00:00,Lettuce,2.375,28.8,13.65,16.64,6.59,11.14,4.83,6.03
19/8/2020,14:30:00,Lettuce,2.745,37.09,9.35,16.58,5.39,2.95,5.05,6.16
19/8/2020,16:45:00,Lettuce,3.03,28.47,16.8,16.55,3.72,6.2,6.01,6.16
19/8/2020,19:15:00,Lettuce,3.83,37.1,6.3,17.51,4.64,7.43,3.95,6.13
19/8/2020,21:30:00,Lettuce,0,28.52,19.05,16.72,4.04,6.17,4.43,6.65
20/8/2020,0:00:00,Lettuce,0,34.18,3.03,19.31,7.33,3.83,4,6.81
20/8/2020,2:30:00,Lettuce,0,31.34,16.61,10.23,6.3,3.91,5.26,6.02
20/8/2020,4:45:00,Lettuce,0,37.76,16.26,11.34,5.03,6.61,3.85,6.84
20/8/2020,7:15:00,Lettuce,4.305,36.05,10.55,16.06,5.34,10.67,5.79,6.61
20/8/2020,9:30:00,Lettuce,3.07,30.13,12.34,18.1,6.11,6.02,4.79,6.18
20/8/2020,12:00:00,Lettuce,1.73,33.06,13.68,14.92,2.34,6.7,6.04,6.71
20/8/2020,14:30:00,Lettuce,3.245,36.36,16.53,18.03,2.7,4.93,6.82,6.87
20/8/2020,16:45:00,Lettuce,2.77,37.32,4.18,16.93,6.28,4.87,2.4,6.76
20/8/2020,19:15:00,Lettuce,2.96,37.79,8.79,17.85,6.47,9.69,6.25,6.6
20/8/2020,21:30:00,Lettuce,0,28.32,16.08,20.23,8.07,12.19,5.27,6.11
21/8/2020,0:00:00,Lettuce,0,28.9,11.39,10.89,5.42,6,7.19,6.39
21/8/2020,2:30:00,Lettuce,0,33.78,5.73,18.84,5.91,5.94,5.8,6.96
21/8/2020,4:45:00,Lettuce,0,31.05,16.92,18.33,5.33,9.23,7.61,6.05
21/8/2020,7:15:00,Lettuce,1.545,32.94,16.97,13.38,4.89,5.42,4.36,6.29
21/8/2020,9:30:00,Lettuce,4.41,36.18,10.5,16.3,6.71,10.7,6.76,6.12
21/8/2020,12:00:00,Lettuce,3.43,28.57,3.13,15.02,7.03,6.14,2.63,6.55
21/8/2020,14:30:00,Lettuce,1.915,34.71,17.85,24.34,3.71,10.12,6.75,6.8
21/8/2020,16:45:00,Lettuce,3.855,35.59,4.3,18.4,2.15,12.21,3.44,6.82
21/8/2020,19:15:00,Lettuce,4.125,34.88,19.52,11.37,4.15,8.6,6.68,6.09
21/8/2020,21:30:00,Lettuce,0,33.91,15.97,7.83,6.4,5.9,6.4,6.16
22/8/2020,0:00:00,Lettuce,0,29.23,1.94,9.51,2.71,5.21,5.82,6.56
22/8/2020,2:30:00,Lettuce,0,32.41,12.68,17.87,5.44,9.93,5.1,6.04
22/8/2020,4:45:00,Lettuce,0,32.8,16.34,16.41,4.37,8.59,7.01,6.85
22/8/2020,7:15:00,Lettuce,2.715,29.31,12.17,11.86,4.38,10.43,6.05,6.75
22/8/2020,9:30:00,Lettuce,2.205,37.68,7.46,21.04,4.32,11.2,6.49,6.04
22/8/2020,12:00:00,Lettuce,4.155,29.11,11.44,19.01,5.25,5.72,5.54,6.36
22/8/2020,14:30:00,Lettuce,2.46,37.5,5.46,17.56,6.87,5.24,4.88,6.6
22/8/2020,16:45:00,Lettuce,4.345,30.82,4.95,8.96,2.41,8.17,2.9,6.94
22/8/2020,19:15:00,Lettuce,2.42,28.93,16.72,12.92,5.47,4.86,5.6,6.68
22/8/2020,21:30:00,Lettuce,0,32.15,13.69,16.76,3.34,10.29,5.47,6.56
23/8/2020,0:00:00,Lettuce,0,34.41,19.97,14.76,5.72,9.51,6.46,6.73
23/8/2020,2:30:00,Lettuce,0,36.51,2.55,16.08,3.97,3.11,4.73,6.12
23/8/2020,4:45:00,Lettuce,0,31.97,15.04,16.99,5.11,11.36,6.54,6.29
23/8/2020,7:15:00,Lettuce,2.095,33.13,4.33,17.11,6.39,4.33,7.21,6.32
23/8/2020,9:30:00,Lettuce,2.24,32.77,7.38,14.54,6.18,9.49,2.73,6.74
23/8/2020,12:00:00,Lettuce,3.88,36.15,17.81,15.89,6.97,3.91,2.57,6.08
23/8/2020,14:30:00,Lettuce,2.09,35.88,18.55,14.23,6.7,9.58,6.1,6.55
23/8/2020,16:45:00,Lettuce,1.99,31.28,13.24,13.68,4.36,6.56,4.31,6.59
23/8/2020,19:15:00,Lettuce,3.815,28.04,2.28,15.4,2.94,6.16,5.91,6.74
23/8/2020,21:30:00,Lettuce,0,28.4,18.95,11.44,5.7,4.21,4.16,6.17
24/8/2020,0:00:00,Lettuce,0,31.44,8.89,17.14,5.8,10.36,6.51,6.49
24/8/2020,2:30:00,Lettuce,0,29.65,9.19,17.06,7.68,7.94,4.61,6.29
24/8/2020,4:45:00,Lettuce,0,32.67,6.65,18.07,3.04,6.96,5.5,6.98
24/8/2020,7:15:00,Lettuce,2.03,34.05,15.95,16.73,7.07,3.87,5.93,6.43
24/8/2020,9:30:00,Lettuce,3.38,31.96,16.11,15.04,5.43,10.7,3.73,6.19
24/8/2020,12:00:00,Lettuce,2.67,35.97,14.07,13.74,4.58,3.75,2.67,6.46
24/8/2020,14:30:00,Lettuce,4.08,32.76,9.61,11.57,5.05,7.93,4.67,6.76
24/8/2020,16:45:00,Lettuce,2.46,30.71,14.61,14.4,6.58,2.49,3.32,6.62
24/8/2020,19:15:00,Lettuce,3.02,32.86,11.85,12.07,6.27,7.21,3.87,6.3
24/8/2020,21:30:00,Lettuce,0,30.34,19.08,16.31,7.17,9.98,5.24,6.07
25/8/2020,0:00:00,Lettuce,0,28.5,9.27,10.35,4.88,7.02,3.8,6.74
25/8/2020,2:30:00,Lettuce,0,28.58,9.72,19.33,2.4,11.26,7.51,6.63
25/8/2020,4:45:00,Lettuce,0,33.76,8.58,8.41,7.02,4.03,2.69,6.28
25/8/2020,7:15:00,Lettuce,1.655,33.95,6.33,21.77,8.11,6.29,4.04,6.93
25/8/2020,9:30:00,Lettuce,3.6,36.88,19.65,15.47,8.05,4.79,2.36,6.22
25/8/2020,12:00:00,Lettuce,1.79,32.87,5.34,14.78,2.71,4.24,6.25,6.96
25/8/2020,14:30:00,Lettuce,2.88,31.12,19.42,14.88,2.17,2.85,6.93,6.75
25/8/2020,16:45:00,Lettuce,2.485,33.98,14.31,19.25,7.1,4.71,7.19,6.42
25/8/2020,19:15:00,Lettuce,3.485,30.35,15.02,19.69,5.17,10.49,4.24,6.98
25/8/2020,21:30:00,Lettuce,0,34.5,6.47,10.48,3.7,7.95,4.9,6.48
26/8/2020,0:00:00,Lettuce,0,35.95,7.82,12.44,2.81,9.36,2.44,6.21
26/8/2020,2:30:00,Lettuce,0,31.33,1.41,13.65,6.91,4.11,3.92,6.78
26/8/2020,4:45:00,Lettuce,0,33.39,18.62,8.21,2.27,8.26,2.91,6.13
26/8/2020,7:15:00,Lettuce,3.665,35.74,14.78,14.17,3.71,6.42,2.95,6.69
26/8/2020,9:30:00,Lettuce,1.81,36.44,10.64,19.86,4.03,8.42,3.84,6.22
26/8/2020,12:00:00,Lettuce,2.415,35.08,10.5,10.42,3.7,9.72,2.79,6.1
26/8/2020,14:30:00,Lettuce,3.6,36.47,15.65,17.36,4.75,1.4,5.16,6.72
26/8/2020,16:45:00,Lettuce,1.77,28.38,15.52,16.04,4.7,5.44,5.29,6.69
26/8/2020,19:15:00,Lettuce,3.04,32.07,0.69,6.84,6.47,4.48,6.5,6.16
26/8/2020,21:30:00,Lettuce,0,33.16,15.35,14.98,6.78,7.61,4.17,6.31
27/8/2020,0:00:00,Lettuce,0,32.18,12.28,16.27,3.22,11.39,4.43,6.56
27/8/2020,2:30:00,Lettuce,0,36.58,2.26,9.46,3.51,6.65,6.65,6.76
27/8/2020,4:45:00,Lettuce,0,28.4,2.99,20.7,6.55,10.24,3.33,6.43
27/8/2020,7:15:00,Lettuce,3.63,30.82,2.4,17.19,3.12,11.54,5.82,6.95
27/8/2020,9:30:00,Lettuce,2.185,32.15,0.49,15.24,4.22,10.29,7.53,6.63
27/8/2020,12:00:00,Lettuce,3.29,28.12,13.98,13.03,5.78,3.38,3.37,6.22
27/8/2020,14:30:00,Lettuce,3.855,35.33,3.77,12.27,6.86,8.23,7.05,6.94
27/8/2020,16:45:00,Lettuce,4.48,34.99,8.52,19.54,5.48,8.25,3.89,6.54
27/8/2020,19:15:00,Lettuce,2.87,33.24,5.21,18.04,5.73,10.41,5.12,6.46
27/8/2020,21:30:00,Lettuce,0,35.62,2.48,7.88,3.63,14.18,6.52,6.4
28/8/2020,0:00:00,Lettuce,0,37.79,19.47,18.38,2.87,8.24,6.99,6.96
28/8/2020,2:30:00,Lettuce,0,37.07,3.85,12.42,4.57,11.63,3.58,6.42
28/8/2020,4:45:00,Lettuce,0,30.11,12.49,20.89,6.74,13.47,6.45,6.7
28/8/2020,7:15:00,Lettuce,1.91,35.8,0.45,19.57,2.86,13.47,5.57,6.34
28/8/2020,9:30:00,Lettuce,2.39,28.7,10.85,15.38,5.24,5.07,4.7,6.34
28/8/2020,12:00:00,Lettuce,3.39,34.19,1.81,7.78,4.05,6,5.71,6.51
28/8/2020,14:30:00,Lettuce,4.12,37.49,18.44,17.46,5.81,8.4,1.91,6.83
28/8/2020,16:45:00,Lettuce,3.2,34.52,4.02,20.16,7.03,11.1,4.35,6.49
28/8/2020,19:15:00,Lettuce,3.45,32.41,7.23,8.82,3.45,3.52,7.59,6.76
28/8/2020,21:30:00,Lettuce,0,31.93,11.87,9.11,3.22,10.82,5.79,6.78
29/8/2020,0:00:00,Lettuce,0,31.37,17.37,18.77,2.86,9.49,4.37,6.24
29/8/2020,2:30:00,Lettuce,0,32.77,13.75,14.86,2.37,12.5,5.2,6.5
29/8/2020,4:45:00,Lettuce,0,35.1,9.67,17.65,7.3,4.11,6.95,6.51
29/8/2020,7:15:00,Lettuce,1.675,31.75,12.41,16.44,4.1,3.22,5.67,6.48
29/8/2020,9:30:00,Lettuce,4.085,30.4,7.97,15.31,3.3,7.63,2.27,6.34
29/8/2020,12:00:00,Lettuce,2.325,28.02,13.83,13.25,2.45,10.58,4.51,6.95
29/8/2020,14:30:00,Lettuce,3.355,34.09,13.06,14.08,5.81,11.37,6.5,6.26
29/8/2020,16:45:00,Lettuce,2.67,31.64,0.65,14.34,5.9,9.74,4.12,6.12
29/8/2020,19:15:00,Lettuce,3.46,35.17,3.19,16.11,3.73,12.33,5.78,6.53
29/8/2020,21:30:00,Lettuce,0,35.26,6.7,13.16,4.14,11.44,3.49,6.49
30/8/2020,0:00:00,Lettuce,0,31.26,14.24,17.33,6.49,8.63,4.28,6.74
30/8/2020,2:30:00,Lettuce,0,32.47,13.18,18.88,6.05,10.61,4.74,6.26
30/8/2020,4:45:00,Lettuce,0,31.27,6.6,21.45,6.27,1.64,7.34,7
30/8/2020,7:15:00,Lettuce,1.655,34.68,16.26,11.36,3.43,12.85,5.41,6.15
30/8/2020,9:30:00,Lettuce,2.63,36.82,0.31,10.36,2.55,11.3,4.11,6.46
30/8/2020,12:00:00,Lettuce,2.89,35.13,14.63,23.22,4.04,6.04,1.9,6.44
30/8/2020,14:30:00,Lettuce,3.8,32.1,9.75,20.07,3.27,7.32,5.91,6.81
30/8/2020,16:45:00,Lettuce,3.55,36.21,18.64,14.48,3.61,7.04,5.35,6.4
30/8/2020,19:15:00,Lettuce,1.84,30.9,2.19,14.89,2.62,8.55,3.95,7
30/8/2020,21:30:00,Lettuce,0,33.69,6.64,13.89,5.73,6.52,7.56,6.7
31/8/2020,0:00:00,Lettuce,0,28.55,1.34,15.76,6.57,12.94,2.92,6.11
31/8/2020,2:30:00,Lettuce,0,34.71,8.19,9.14,6.57,7.25,6.32,6.16
31/8/2020,4:45:00,Lettuce,0,36.91,3.63,10.31,5.15,10.1,6.92,6.99
31/8/2020,7:15:00,Lettuce,3.285,32.01,4.8,13.37,5.41,5.55,3.32,6.06
31/8/2020,9:30:00,Lettuce,1.93,30.11,17.75,16.5,5.3,11.49,5.96,6.77
31/8/2020,12:00:00,Lettuce,4.175,30.78,13.82,8.09,6.46,5.16,7.28,6.69
31/8/2020,14:30:00,Lettuce,3.07,35.84,5.69,15.33,8.2,5.81,2.73,6.34
31/8/2020,16:45:00,Lettuce,1.885,32.4,15.56,9.54,6.96,13.29,5.44,6.34
31/8/2020,19:15:00,Lettuce,2.235,35.59,8.6,22.09,8.03,11.01,4.93,6.96
31/8/2020,21:30:00,Lettuce,0,28.58,0.58,14.47,1.95,6.16,4.4,6.85
1/9/2020,0:00:00,Lettuce,0,34.55,3.2,14.78,5.22,12.32,3.68,6.87
1/9/2020,2:30:00,Lettuce,0,28.54,19.81,19.61,6.72,3.39,2.88,6.11
1/9/2020,4:45:00,Lettuce,0,36.85,19.65,20.02,4.5,2.15,6.21,6.43
1/9/2020,7:15:00,Lettuce,1.65,30.01,0.38,10.97,5.45,9.19,4.33,6.44
1/9/2020,9:30:00,Lettuce,2.53,33.46,10.26,10.56,5.04,9.46,7.33,6.71
1/9/2020,12:00:00,Lettuce,2.655,36.96,2.84,15.04,4.31,9.04,2.64,6.06
1/9/2020,14:30:00,Lettuce,2.83,32.07,3.23,12.66,3.17,2.88,6.59,6.83
1/9/2020,16:45:00,Lettuce,2.605,35.74,15.04,12.39,3.71,6.11,4.17,6.1
1/9/2020,19:15:00,Lettuce,2.99,34.66,16.38,17.56,7.47,6.59,3.62,6.39
1/9/2020,21:30:00,Lettuce,0,34.59,13.14,13.98,2.09,9.72,4.36,6.22
2/9/2020,0:00:00,Lettuce,0,34.68,11.08,11.36,3.9,12.14,4.55,6.19
2/9/2020,2:30:00,Lettuce,0,35.58,5.79,15.11,4.39,10.03,6.25,6.58
2/9/2020,4:45:00,Lettuce,0,34.24,7.07,14.17,6.62,8.24,6.11,6.23
2/9/2020,7:15:00,Lettuce,3.565,31.34,3.15,19.57,2.82,9.37,2.94,6.87
2/9/2020,9:30:00,Lettuce,2.705,28.15,12.56,14.04,5.11,7.3,6.38,6.72
2/9/2020,12:00:00,Lettuce,4.315,36.38,18.55,12.16,6.48,10.28,4.18,6.73
2/9/2020,14:30:00,Lettuce,2.245,34.24,10.85,12.5,7.03,8.44,5.92,6.71
2/9/2020,16:45:00,Lettuce,4.22,29.28,1.66,11.61,3.91,5.23,6.41,6.85
2/9/2020,19:15:00,Lettuce,3.805,28.62,14.4,14.94,5.8,3.52,5.8,6.21
2/9/2020,21:30:00,Lettuce,0,31.69,17.41,10.77,4.97,8.25,6.58,6.2
3/9/2020,0:00:00,Lettuce,0,34.73,11.73,10.75,6.93,0.89,7.25,6.5
3/9/2020,2:30:00,Lettuce,0,36.02,18.48,14.06,3.34,3.41,5.64,6.89
3/9/2020,4:45:00,Lettuce,0,37.04,2.25,12.67,5.75,8.81,3.76,6.62
3/9/2020,7:15:00,Lettuce,2.585,28.84,10.5,11.42,3.06,11.67,2.75,6.94
3/9/2020,9:30:00,Lettuce,2.945,29.11,15.38,18.39,3.06,9.41,5.13,6.73
3/9/2020,12:00:00,Lettuce,2.04,32.37,8.64,22.24,5.37,8.06,6.04,6.64
3/9/2020,14:30:00,Lettuce,3.465,33.94,4.43,22.28,1.86,6.18,5.51,6.95
3/9/2020,16:45:00,Lettuce,4.16,33.69,5.38,9.34,5.52,6.97,4.16,6.83
3/9/2020,19:15:00,Lettuce,3.605,29.23,8.99,13.34,5.09,5.55,5.91,6.61
3/9/2020,21:30:00,Lettuce,0,31.56,16.72,16.1,7.07,12.13,6.79,6.17
4/9/2020,0:00:00,Lettuce,0,31,2.08,13.38,4.26,11.7,6.34,6.98
4/9/2020,2:30:00,Lettuce,0,36.27,7.96,11.49,7.3,5.62,6.39,6.42
4/9/2020,4:45:00,Lettuce,0,33.63,16.02,15.68,6.79,5.9,5.81,6.89
4/9/2020,7:15:00,Lettuce,4.32,37.29,15.17,15.19,3.66,2.53,2.66,6.17
4/9/2020,9:30:00,Lettuce,1.665,32.17,16.43,18.61,3.92,9.8,7.34,6.07
4/9/2020,12:00:00,Lettuce,3.285,32.8,16.1,11.86,6.52,2.53,3.36,6.39
4/9/2020,14:30:00,Lettuce,3.25,36.27,12.69,12.92,5.84,4.09,6.94,6.12
4/9/2020,16:45:00,Lettuce,3.33,30.39,0.52,17.44,6.98,7.34,4.22,6.47
4/9/2020,19:15:00,Lettuce,2.365,30.97,12.88,12.95,4.94,10.88,4.77,6.38
4/9/2020,21:30:00,Lettuce,0,33.43,18.13,15.95,2.88,9.65,6.78,6.28
5/9/2020,0:00:00,Lettuce,0,35.74,1.41,15.81,5.97,12.06,4.99,6.68
5/9/2020,2:30:00,Lettuce,0,28.31,17.61,17.57,4.18,4.69,3.31,6.02
5/9/2020,4:45:00,Lettuce,0,30.98,1.99,14.67,5.46,3.21,3.42,6.32
5/9/2020,7:15:00,Lettuce,3.75,29.88,19.24,16.26,2.7,12.05,6.48,6.14
5/9/2020,9:30:00,Lettuce,2.91,37.76,4.95,17.39,3.82,7.74,4.94,6.14
5/9/2020,12:00:00,Lettuce,3.945,35.51,10.9,14.12,4.27,9.66,3.23,6.94
5/9/2020,14:30:00,Lettuce,2.365,34.63,0.73,14.52,6.17,9.71,5.27,6.76
5/9/2020,16:45:00,Lettuce,3.385,35.89,8.55,15.19,4.32,7.27,3.37,6.13
5/9/2020,19:15:00,Lettuce,3.605,34.23,11.58,17.88,6.79,5.74,5.7,6.56
5/9/2020,21:30:00,Lettuce,0,37.88,11.69,13.48,6.14,2.49,6.28,6.61
6/9/2020,0:00:00,Lettuce,0,36.1,3.52,18.76,2.29,3.63,3.65,6.79
6/9/2020,2:30:00,Lettuce,0,32.93,6.46,19.61,6.74,10.99,6.74,6.68
6/9/2020,4:45:00,Lettuce,0,36.68,11.15,13.5,6.64,12.7,1.89,6.77
6/9/2020,7:15:00,Lettuce,3.18,34.74,2.86,19.79,4.91,8.91,5.26,6.34
6/9/2020,9:30:00,Lettuce,4.285,35.55,13.97,21.76,5.2,10.55,2.23,6.1
6/9/2020,12:00:00,Lettuce,3.035,29.71,1.46,19.39,6.62,9.71,3.05,6.14
6/9/2020,14:30:00,Lettuce,3.89,31.84,13.87,13.47,4.03,11.31,3.89,6.64
6/9/2020,16:45:00,Lettuce,3.19,34.52,1.07,20.38,6.67,4.43,1.81,6.58
6/9/2020,19:15:00,Lettuce,3.18,37.92,12.43,12.72,5.72,3.37,5.01,6.1
6/9/2020,21:30:00,Lettuce,0,35.97,18,11.49,5.39,10.16,5.16,6.84
7/9/2020,0:00:00,Lettuce,0,29.08,0.59,16.51,2.26,4.44,5.03,6.45
7/9/2020,2:30:00,Lettuce,0,31.88,13.9,18.31,6.31,4.74,3.51,6.15
7/9/2020,4:45:00,Lettuce,0,34.32,19.27,19.26,2.75,6.12,5.96,6.12
7/9/2020,7:15:00,Lettuce,3.1,36.54,4.03,14.98,4.26,5.21,6.33,6.16
7/9/2020,9:30:00,Lettuce,2.735,34.89,9.2,6.98,2.65,2.77,2.43,6.03
7/9/2020,12:00:00,Lettuce,2.9,34.46,1.27,13.16,4.5,7.68,4.98,6.39
7/9/2020,14:30:00,Lettuce,2.825,31.76,15.21,10.57,6.56,11.22,4.28,6.61
7/9/2020,16:45:00,Lettuce,2.05,35.91,14.23,21.39,2.01,11.51,5.22,6.77
7/9/2020,19:15:00,Lettuce,3.105,31.55,8.93,14.33,5.47,12.29,3.43,6.66
7/9/2020,21:30:00,Lettuce,0,37.95,12.81,16.95,7.22,6.98,6.57,6.35
8/9/2020,0:00:00,Lettuce,0,34.2,13.14,10.81,5.65,7.21,4.79,6.35
8/9/2020,2:30:00,Lettuce,0,32.34,2.17,16.89,6.37,4.3,3.85,6.13
8/9/2020,4:45:00,Lettuce,0,29.14,19.87,15.35,5.12,6.98,6.39,6.89
8/9/2020,7:15:00,Lettuce,2.12,28.63,2.37,13.26,4.67,4.73,5.09,6.83
8/9/2020,9:30:00,Lettuce,2.405,29.36,7.2,16.18,2.82,12.44,3.68,6.77
8/9/2020,12:00:00,Lettuce,3.25,35.5,17.21,16.99,4.8,7.12,4.38,6.65
8/9/2020,14:30:00,Lettuce,4.37,30.02,7.85,19.28,6.82,10.18,3.29,6.87
8/9/2020,16:45:00,Lettuce,3.54,29.07,7.19,9.63,4.45,8.92,4.11,6.66
8/9/2020,19:15:00,Lettuce,2.335,29.21,1.63,8.75,4.62,3.69,2.89,6.22
8/9/2020,21:30:00,Lettuce,0,31.18,5.74,12.44,6.5,11.36,5.17,6.55
9/9/2020,0:00:00,Lettuce,0,33.04,15.92,19.97,4.98,7.6,6.43,6.91
9/9/2020,2:30:00,Lettuce,0,34.82,16.76,16.15,4.36,1.74,2.44,6.34
9/9/2020,4:45:00,Lettuce,0,37.34,17.17,12.9,6.5,8.12,4.33,6.83
9/9/2020,7:15:00,Lettuce,3.215,35.84,1.88,17.63,7.03,2.53,6.94,6.12
9/9/2020,9:30:00,Lettuce,2.085,30.52,14.56,15.79,5.47,8.22,4.97,6.61
9/9/2020,12:00:00,Lettuce,2.27,30.22,9.81,9.53,2.84,5.49,6.85,6.05
9/9/2020,14:30:00,Lettuce,1.505,33.19,16.54,14.12,7.56,7.61,2.42,6.42
9/9/2020,16:45:00,Lettuce,3.635,31.24,6.26,8.55,5.01,3.22,6.32,6.29
9/9/2020,19:15:00,Lettuce,3.535,31.3,3.83,18.62,4.22,10.87,2.93,6.02
9/9/2020,21:30:00,Lettuce,0,36.15,17.12,17.81,5.3,7.75,4.49,6.3
10/9/2020,0:00:00,Lettuce,0,29.3,13.5,11.19,5.76,5.59,4.96,6.46
10/9/2020,2:30:00,Lettuce,0,36.7,0.51,14.77,2.95,7.65,5.57,6.46
10/9/2020,4:45:00,Lettuce,0,35.82,10.91,12.22,8.77,5.71,5.39,6.91
10/9/2020,7:15:00,Lettuce,1.85,33.23,3.02,15.37,6.84,8.78,6.35,6.89
10/9/2020,9:30:00,Lettuce,2.13,32.39,12.2,16.75,3.76,12.54,5.36,6.65
10/9/2020,12:00:00,Lettuce,2.635,32.3,16.76,14.87,4.68,6.06,5.66,6.43
10/9/2020,14:30:00,Lettuce,2.43,35.25,4.59,15,2.63,3.59,7.21,6.5
10/9/2020,16:45:00,Lettuce,1.6,36.46,18.73,12.09,7.03,11.49,5.41,6.63
10/9/2020,19:15:00,Lettuce,3.205,30.92,13.37,17.08,4.97,8.64,6.29,6.93
10/9/2020,21:30:00,Lettuce,0,31.81,7.99,16.38,4.88,4.9,1.93,6.7
11/9/2020,0:00:00,Lettuce,0,28.56,11.72,14.58,4.4,11.27,3.49,6.24
11/9/2020,2:30:00,Lettuce,0,31.6,11.67,16.16,6.29,8.47,7.66,6.7
11/9/2020,4:45:00,Lettuce,0,32.36,4.19,11.51,4.02,5.8,5.24,6.88
11/9/2020,7:15:00,Lettuce,3.01,28.08,1.31,13.48,2.78,2.94,7.72,6.86
11/9/2020,9:30:00,Lettuce,3.735,31.43,1.14,11.49,2.95,9.92,4.69,6.9
11/9/2020,12:00:00,Lettuce,3.89,29.51,12.2,17.26,3.67,5.8,7.08,6.36
11/9/2020,14:30:00,Lettuce,3.99,33.11,9.29,15.36,5.2,11.4,3.56,6.12
11/9/2020,16:45:00,Lettuce,1.985,34.57,16.22,12.33,4.86,7.6,3.79,6.58
11/9/2020,19:15:00,Lettuce,4.065,29.54,15.55,12.61,5.07,10.82,4.04,6.57
11/9/2020,21:30:00,Lettuce,0,33.47,3.36,17.86,4.77,6.75,6.31,6.86
12/9/2020,0:00:00,Lettuce,0,29.42,17.93,15.04,3.7,9.57,6.56,6.93
12/9/2020,2:30:00,Lettuce,0,35.96,18.18,16.43,3.45,2.04,6.41,6.65
12/9/2020,4:45:00,Lettuce,0,28.69,10.9,13.31,7.4,2.56,6.51,6.54
12/9/2020,7:15:00,Lettuce,3.97,30.84,2.23,14.23,4.95,3.27,5.62,6.1
